Depth (m),Density (g/cc),DTCO (us/ft),DTSM (us/ft),Vp(0) (m/s),Vs(0) (m/s),v_iso_d,E_iso_d (Mpsi),Ev_d (Mpsi),Eh_d (Mpsi),vv_d,vh_d,Porosity,C11,C12,C13,C33,C44,Min Stress,Max Stress
3765.75,2.53,69.7,119.43,4373.09,2552.14,0.24,5.93,5.97,8.08,0.2,0.25,0.093137999,9.527732718,3.032113966,2.552063966,7.008262564,2.386946166,7460.65631,9313.879736
3765.88,2.53,69.89,118.65,4360.92,2568.87,0.23,5.97,6.01,8.14,0.2,0.24,0.099130001,9.496098906,2.933314199,2.452145458,6.974823073,2.420263407,7364.073764,9217.358705
3766,2.52,69.68,118.17,4374.34,2579.24,0.23,6,6.04,8.16,0.2,0.24,0.104322004,9.512887463,2.929800844,2.447541347,6.998386708,2.433084993,7350.142171,9203.488628
3766.13,2.53,68.56,117.44,4445.51,2595.3,0.24,6.13,6.18,8.29,0.2,0.25,0.154723997,9.762332393,3.106264096,2.614687121,7.242315939,2.468361156,7437.369801,9290.777773
3766.25,2.53,66.87,116.61,4558.19,2613.79,0.26,6.3,6.39,8.47,0.21,0.26,0.188759995,10.16508694,3.41839135,2.912749164,7.638213721,2.511582263,7593.963868,9447.433356
3766.38,2.54,65.88,116.23,4626.53,2622.31,0.26,6.4,6.51,8.56,0.22,0.26,0.190863991,10.41040299,3.620800514,3.107082654,7.881398184,2.531990461,7693.453792,9546.984796
3766.5,2.54,65.79,116.12,4633.07,2624.94,0.26,6.41,6.52,8.58,0.22,0.26,0.191480007,10.43658265,3.63435355,3.119512515,7.90680573,2.53806397,7696.059016,9549.651536
3766.63,2.53,65.9,116.42,4625.3,2618,0.26,6.37,6.48,8.52,0.22,0.26,0.195648003,10.38166071,3.624381619,3.112517259,7.858593587,2.517707747,7708.096086,9561.750122
3766.75,2.53,66.22,116.42,4602.74,2618.02,0.26,6.33,6.43,8.48,0.22,0.26,0.197146015,10.27739179,3.538724164,3.030319481,7.760597588,2.510782829,7665.310744,9519.026295
3766.88,2.53,67.01,115.24,4548.83,2644.85,0.24,6.39,6.46,8.55,0.21,0.25,0.196725998,10.11393547,3.263109828,2.755240446,7.591863363,2.566564173,7453.410694,9307.187761
3767,2.54,67.4,115,4522.52,2650.47,0.24,6.41,6.47,8.59,0.2,0.24,0.195047989,10.07041281,3.168362919,2.659824894,7.536938733,2.588683029,7376.546587,9230.385169
3767.13,2.55,66.66,114.32,4572.65,2666.22,0.24,6.54,6.61,8.73,0.2,0.25,0.192679996,10.28585979,3.290633871,2.772947951,7.741357861,2.631915134,7417.554183,9271.454282
3767.25,2.56,65.69,112.44,4640.27,2710.72,0.24,6.78,6.86,8.98,0.2,0.25,0.190136013,10.56392285,3.362414299,2.829343082,8.009495769,2.733307239,7379.680253,9233.641867
3767.38,2.56,65.55,112.09,4649.91,2719.26,0.24,6.82,6.9,9.02,0.2,0.25,0.189836006,10.59274148,3.360549702,2.825419918,8.039672623,2.749479988,7365.957469,9219.980599
3767.5,2.54,66.01,112.88,4617.83,2700.21,0.24,6.67,6.74,8.84,0.2,0.25,0.190936012,10.39332827,3.297208679,2.772565523,7.861048114,2.687813201,7375.919881,9230.004527
3767.63,2.52,66.28,113.24,4598.89,2691.57,0.24,6.57,6.64,8.73,0.2,0.25,0.19208601,10.25234028,3.242451508,2.724725809,7.738426334,2.650673634,7371.595456,9225.741618
3767.75,2.51,66.02,113.61,4616.79,2682.78,0.25,6.53,6.61,8.68,0.21,0.25,0.191429996,10.26716902,3.321381535,2.80572535,7.76475318,2.621902368,7442.98217,9297.189847
3767.88,2.5,65.42,114.7,4659.12,2657.37,0.26,6.46,6.56,8.59,0.22,0.26,0.186550007,10.37555904,3.548048204,3.033993418,7.882611848,2.564277578,7624.641347,9478.91054
3768,2.52,65.42,116.13,4658.91,2624.53,0.27,6.39,6.51,8.54,0.23,0.26,0.177230015,10.4577313,3.69990208,3.186020206,7.944855848,2.521287199,7749.043191,9603.373899
3768.13,2.51,65.7,117.53,4639.52,2593.43,0.27,6.24,6.37,8.38,0.23,0.27,0.164498005,10.35128396,3.736426472,3.229920965,7.847639422,2.452120778,7830.647239,9685.039463
3768.25,2.52,65.86,118.09,4628.1,2581.11,0.27,6.2,6.33,8.34,0.23,0.27,0.151314001,10.33360244,3.751395488,3.246241196,7.824579455,2.433720733,7856.314412,9710.768152
3768.38,2.52,65.97,116.97,4620.38,2605.8,0.27,6.29,6.41,8.44,0.22,0.26,0.14257,10.32418093,3.639393088,3.131441099,7.810917405,2.484429613,7748.958896,9603.474152
3768.5,2.52,66.04,116,4615.65,2627.59,0.26,6.36,6.46,8.5,0.22,0.26,0.139354,10.29199676,3.536074238,3.026729785,7.782569166,2.522150535,7656.827858,9511.404629
3768.63,2.53,66.28,115.84,4598.9,2631.21,0.26,6.38,6.48,8.54,0.22,0.26,0.136384001,10.28081756,3.481671163,2.971149517,7.759926261,2.540165838,7610.651196,9465.289483
3768.75,2.52,66.82,115.82,4561.57,2631.72,0.25,6.34,6.41,8.49,0.21,0.25,0.133736,10.12414215,3.3445987,2.838970173,7.610302925,2.533102929,7535.098584,9389.798387
3768.88,2.51,66.96,115.65,4552.04,2635.44,0.25,6.31,6.39,8.46,0.21,0.25,0.130604,10.05253205,3.285904051,2.782638331,7.548471801,2.530191209,7501.399375,9356.160694
3769,2.5,66.59,115.42,4577.41,2640.83,0.25,6.33,6.41,8.47,0.21,0.25,0.125299997,10.0960111,3.336124479,2.831905874,7.602471609,2.530436617,7531.400381,9386.223216
3769.13,2.49,66.59,115.9,4577.5,2629.79,0.25,6.27,6.36,8.4,0.21,0.25,0.114219999,10.0680331,3.368301468,2.866925957,7.581474735,2.50229681,7575.18364,9430.06799
3769.25,2.49,67.44,117.85,4519.28,2586.31,0.26,6.08,6.16,8.2,0.22,0.26,0.102048006,9.87351885,3.337540826,2.846780308,7.386880636,2.419270841,7631.170438,9486.116304
3769.38,2.5,67.92,119.93,4487.47,2541.44,0.26,5.92,6.01,8.04,0.22,0.26,0.088551998,9.789807422,3.405225184,2.920978881,7.297860166,2.340737718,7745.974526,9600.981908
3769.5,2.49,67.39,120.89,4523,2521.37,0.27,5.87,5.98,7.98,0.23,0.27,0.074698,9.893577273,3.589475815,3.104204238,7.404994294,2.301147394,7892.256775,9747.325672
3769.63,2.48,67.59,120.63,4509.66,2526.84,0.27,5.85,5.95,7.96,0.23,0.26,0.062649999,9.810647967,3.512105264,3.02958587,7.331872822,2.301871369,7846.315639,9701.446053
3769.75,2.49,68.33,119.79,4460.97,2544.37,0.26,5.88,5.96,7.99,0.22,0.26,0.05349,9.657390003,3.292861422,2.813126562,7.177290326,2.334862591,7682.767509,9537.959439
3769.88,2.5,68.87,119.4,4425.87,2552.82,0.25,5.92,5.98,8.05,0.21,0.25,0.046142001,9.606274172,3.169869743,2.68946733,7.110250535,2.365533889,7577.486721,9432.740165
3770,2.51,69.82,119.79,4365.41,2544.53,0.24,5.87,5.91,8.01,0.2,0.25,0.044698,9.457900274,3.02109858,2.54482633,6.950514573,2.361458279,7484.366229,9339.68119
3770.13,2.52,70.44,120.36,4327.31,2532.49,0.24,5.81,5.85,7.96,0.2,0.24,0.049397998,9.354909684,2.949501526,2.477020812,6.843275666,2.343813722,7452.474582,9307.851059
3770.25,2.52,70.14,120.72,4345.3,2524.9,0.25,5.79,5.84,7.94,0.21,0.25,0.056630001,9.401113298,3.031059322,2.558207867,6.892088114,2.327021784,7523.74385,9379.181843
3770.38,2.51,70.25,121.4,4338.61,2510.63,0.25,5.73,5.78,7.87,0.21,0.25,0.066750002,9.364861845,3.056880129,2.586708663,6.859960359,2.297123027,7569.408017,9424.907525
3770.5,2.51,70.31,122.36,4335.26,2491.09,0.25,5.67,5.72,7.8,0.21,0.25,0.077955999,9.350489853,3.115735928,2.647698214,6.846656276,2.260608324,7643.95712,9499.518144
3770.63,2.51,69.8,122.73,4366.94,2483.47,0.26,5.67,5.74,7.8,0.22,0.26,0.090967999,9.451482959,3.244179697,2.773684219,6.947065627,2.246810014,7740.901032,9596.523572
3770.75,2.51,68.83,121.65,4428.01,2505.56,0.26,5.77,5.86,7.9,0.22,0.26,0.107231998,9.632376742,3.355279393,2.877998658,7.131356222,2.283316302,7774.374342,9630.058398
3770.88,2.52,68.04,121,4479.84,2518.91,0.27,5.87,5.97,8.01,0.23,0.26,0.128920002,9.831517049,3.485831119,3.000989886,7.322561356,2.315078449,7822.86795,9678.613521
3771,2.53,68.17,121.83,4470.87,2501.79,0.27,5.85,5.95,8,0.23,0.26,0.171328011,9.872429971,3.544038305,3.057955795,7.345473241,2.300044455,7873.049912,9728.856998
3771.13,2.55,68.78,122.03,4431.79,2497.66,0.27,5.86,5.94,8.02,0.22,0.26,0.217348003,9.82152544,3.458362009,2.972579221,7.274600696,2.310556169,7814.109889,9669.978491
3771.25,2.57,68.7,121.36,4436.46,2511.44,0.26,5.94,6.02,8.12,0.22,0.26,0.263227997,9.890830464,3.441729607,2.951717378,7.32992555,2.348933615,7768.656106,9624.586224
3771.38,2.57,67.89,120.01,4489.9,2539.74,0.26,6.07,6.17,8.26,0.22,0.26,0.303866005,10.06440416,3.512371502,3.014869815,7.504639992,2.401246408,7761.513831,9617.505464
3771.5,2.56,67.51,119.4,4514.66,2552.76,0.27,6.12,6.22,8.3,0.22,0.26,0.332809982,10.11948396,3.536680307,3.036921864,7.566954291,2.419306763,7758.733454,9614.786604
3771.63,2.52,68.04,119.67,4479.62,2547.01,0.26,5.99,6.07,8.13,0.22,0.26,0.337994003,9.858179099,3.391769885,2.903082513,7.342239025,2.373588921,7713.157598,9569.272264
3771.75,2.49,68.47,119.97,4451.75,2540.71,0.26,5.88,5.95,8,0.22,0.26,0.328040009,9.654881974,3.285747962,2.805864457,7.167786661,2.334702958,7683.039124,9539.215305
3771.88,2.48,68.12,120.06,4474.5,2538.65,0.26,5.86,5.95,7.97,0.22,0.26,0.304183998,9.689250982,3.353108987,2.873229921,7.21219076,2.321574472,7736.724072,9592.961769
3772,2.49,67.93,120.51,4486.98,2529.28,0.27,5.86,5.96,7.98,0.22,0.26,0.270671997,9.768625979,3.440953759,2.958807687,7.281663012,2.313751703,7798.286135,9654.585348
3772.13,2.51,68.2,121.45,4469.34,2509.66,0.27,5.83,5.93,7.96,0.23,0.26,0.234759998,9.789493776,3.482513602,2.999809224,7.282483299,2.296267331,7841.600681,9697.961409
3772.25,2.52,68.77,122.23,4432.46,2493.75,0.27,5.76,5.85,7.89,0.23,0.26,0.202127991,9.681361684,3.42456016,2.946044896,7.171346672,2.269954451,7833.275606,9689.69785
3772.38,2.51,69.84,121.94,4364.03,2499.67,0.26,5.72,5.78,7.86,0.21,0.25,0.177715988,9.449704664,3.178959745,2.707120795,6.943338279,2.278018,7672.22746,9528.71122
3772.5,2.51,70.35,121.37,4332.61,2511.24,0.25,5.73,5.78,7.87,0.21,0.25,0.167547989,9.34578053,3.035572981,2.565910801,6.841007085,2.298244812,7558.287327,9414.832603
3772.63,2.51,69.74,121.07,4370.49,2517.6,0.25,5.78,5.83,7.91,0.21,0.25,0.170753994,9.459077061,3.130772317,2.657361181,6.955603331,2.308072266,7612.270105,9468.876896
3772.75,2.5,69.09,119.81,4411.72,2543.97,0.25,5.87,5.93,8,0.21,0.25,0.179570007,9.549335936,3.152968976,2.675332573,7.056385638,2.346342075,7590.084431,9446.752738
3772.88,2.49,68.64,118.33,4440.8,2575.79,0.25,5.97,6.02,8.09,0.21,0.25,0.193257999,9.592644682,3.113575644,2.632453861,7.112538746,2.392898247,7520.762696,9377.492519
3773,2.49,67.9,117.81,4488.68,2587.2,0.25,6.05,6.12,8.18,0.21,0.25,0.199715996,9.766302074,3.232304524,2.744608353,7.281346613,2.418988001,7573.625342,9430.41668
3773.13,2.5,67.77,118.19,4497.35,2578.86,0.26,6.05,6.12,8.18,0.21,0.25,0.19844799,9.817984767,3.298967486,2.810236675,7.327114771,2.409212077,7624.794892,9481.647746
3773.25,2.5,68.13,119.48,4473.74,2551.12,0.26,5.94,6.02,8.07,0.22,0.26,0.191809998,9.753112461,3.328081261,2.843806426,7.259089387,2.360490017,7688.433144,9545.347514
3773.38,2.5,68.55,121.53,4446.18,2508.01,0.27,5.77,5.86,7.9,0.22,0.26,0.185009995,9.6562767,3.392876709,2.915387038,7.164193614,2.279571055,7805.770382,9662.746268
3773.5,2.49,68.84,122.53,4427.67,2487.63,0.27,5.68,5.77,7.8,0.23,0.26,0.168554001,9.577483061,3.399820411,2.92657916,7.090430461,2.238169947,7850.855892,9707.893293
3773.63,2.47,69.08,122.61,4412.57,2485.95,0.27,5.63,5.71,7.72,0.22,0.26,0.156526003,9.460331185,3.3332358,2.864968212,6.991317104,2.21901263,7828.276695,9685.375612
3773.75,2.47,69.63,123.54,4377.55,2467.18,0.27,5.54,5.62,7.64,0.22,0.26,0.148654003,9.349434703,3.288816222,2.82515769,6.880771834,2.18563778,7834.690082,9691.850515
3773.88,2.48,70.56,124.97,4319.49,2439.07,0.27,5.42,5.49,7.52,0.22,0.26,0.144591999,9.185571618,3.2118134,2.754505302,6.713006062,2.140430687,7832.915882,9690.13783
3774,2.48,71.3,125.78,4274.97,2423.21,0.26,5.35,5.41,7.45,0.22,0.26,0.143920002,9.064900131,3.134749637,2.681705679,6.588607449,2.116951616,7807.703568,9664.987032
3774.13,2.49,72.22,126.34,4220.37,2412.63,0.26,5.29,5.34,7.4,0.22,0.25,0.146423998,8.917094416,3.009729221,2.561480208,6.436873516,2.103560758,7737.893909,9595.238889
3774.25,2.5,73.13,126.16,4167.89,2415.91,0.25,5.28,5.31,7.4,0.21,0.25,0.152066002,8.790660065,2.848058288,2.40297074,6.302987072,2.117748402,7609.354726,9466.761222
3774.38,2.49,73.13,125.62,4167.9,2426.34,0.24,5.29,5.32,7.4,0.2,0.24,0.156697998,8.752043538,2.798976171,2.355247478,6.275311051,2.126693265,7563.908612,9421.376624
3774.5,2.49,72.41,125.28,4209.59,2433.01,0.25,5.34,5.37,7.44,0.21,0.25,0.161874008,8.869524582,2.900220306,2.452631238,6.393756005,2.135820464,7628.025228,9485.554756
3774.63,2.49,71.81,123.48,4244.32,2468.33,0.24,5.48,5.51,7.6,0.21,0.25,0.174850006,8.98773372,2.886304743,2.43250469,6.507540701,2.200930095,7552.668678,9410.259721
3774.75,2.5,71.33,121.47,4273.24,2509.2,0.24,5.64,5.67,7.77,0.2,0.24,0.195977993,9.099603047,2.836936458,2.375952988,6.612405447,2.279903056,7441.196403,9298.848962
3774.88,2.51,70.71,121.05,4310.62,2517.89,0.24,5.74,5.78,7.88,0.2,0.24,0.219122009,9.283367702,2.943948533,2.475361088,6.777127886,2.312269717,7487.233471,9344.947546
3775,2.53,69.97,121.51,4356.12,2508.35,0.25,5.77,5.83,7.92,0.21,0.25,0.239582005,9.473184593,3.138370351,2.664117766,6.953985722,2.305731281,7625.244944,9483.020535
3775.13,2.53,69.79,121.62,4367.58,2506.24,0.25,5.78,5.84,7.92,0.21,0.25,0.250723991,9.510016813,3.182899891,2.707735987,6.990628718,2.301853515,7658.147727,9515.984833
3775.25,2.54,70.2,121.32,4341.57,2512.44,0.25,5.8,5.85,7.96,0.21,0.25,0.243980007,9.467586727,3.090172949,2.614879227,6.937694687,2.323338096,7577.926008,9435.82463
3775.38,2.56,70.21,122,4341.57,2498.34,0.25,5.8,5.86,7.97,0.21,0.25,0.212651997,9.542201324,3.166535707,2.688719637,6.992365473,2.315450831,7636.926156,9494.886293
3775.5,2.58,69.92,123.82,4359.43,2461.66,0.27,5.73,5.81,7.92,0.22,0.26,0.175540009,9.671536875,3.38387457,2.903470744,7.102414351,2.264662672,7824.534598,9682.556252
3775.63,2.6,70.32,125.22,4334.19,2434.21,0.27,5.66,5.75,7.86,0.23,0.26,0.139155998,9.659755801,3.426833403,2.947084941,7.072185755,2.230766465,7885.870485,9743.953654
3775.75,2.6,71.58,126.82,4258.32,2403.41,0.27,5.51,5.58,7.7,0.22,0.26,0.109159994,9.419346342,3.294199119,2.823403098,6.832036565,2.176340908,7859.463758,9717.608443
3775.88,2.58,72.47,129.18,4206.07,2359.58,0.27,5.29,5.36,7.46,0.23,0.26,0.090360003,9.186375161,3.260969793,2.800387814,6.619186076,2.083163147,7935.450187,9793.656388
3776,2.57,72.36,131.55,4212.21,2316.98,0.28,5.13,5.21,7.28,0.24,0.27,0.088431997,9.15602274,3.412895356,2.95479147,6.602486659,1.997718942,8124.462423,9982.73014
3776.13,2.57,72.37,131.4,4211.93,2319.72,0.28,5.14,5.22,7.29,0.23,0.27,0.100237999,9.158723153,3.403787779,2.945521401,6.604204047,2.003211787,8112.999318,9971.32855
3776.25,2.58,71.93,129.83,4237.66,2347.7,0.28,5.27,5.35,7.43,0.23,0.27,0.114454002,9.273153857,3.399181493,2.93622839,6.708562961,2.059029945,8049.023851,9907.414599
3776.38,2.59,70.22,128.25,4340.9,2376.66,0.29,5.46,5.57,7.64,0.24,0.27,0.125178003,9.670639719,3.654010362,3.176373789,7.085915701,2.124077346,8130.97154,9989.423803
3776.5,2.61,68.82,126.51,4429.16,2409.38,0.29,5.66,5.79,7.86,0.24,0.27,0.131929998,10.01276003,3.846919418,3.356546811,7.41396858,2.193913526,8165.721503,10024.23528
3776.63,2.6,68.61,125.16,4442.81,2435.28,0.29,5.75,5.87,7.94,0.24,0.27,0.132410002,10.03153662,3.787475354,3.295924794,7.439693353,2.235310582,8091.007414,9949.58271
3776.75,2.58,68.72,123.79,4435.33,2462.15,0.28,5.81,5.91,7.99,0.23,0.27,0.130363998,9.952567778,3.64356745,3.153984079,7.374705945,2.272603501,7972.834389,9831.4712
3776.88,2.58,68.42,124.03,4454.91,2457.54,0.28,5.78,5.9,7.96,0.24,0.27,0.133016005,9.982940613,3.712853904,3.223268872,7.414041998,2.256199743,8027.723476,9886.421802
3777,2.55,69,126.77,4417.26,2404.44,0.29,5.51,5.64,7.66,0.24,0.27,0.144362001,9.754693441,3.741433182,3.263183751,7.212825071,2.137110764,8164.342174,10023.10202
3777.13,2.52,71.79,132.66,4245.58,2297.67,0.29,4.99,5.1,7.1,0.24,0.27,0.165170002,9.09995556,3.523826389,3.070172013,6.589832493,1.930084185,8268.691389,10127.51275
3777.25,2.49,76.69,143.23,3974.19,2128,0.3,4.25,4.34,6.3,0.25,0.27,0.189218006,8.171913017,3.218517566,2.793495334,5.707836971,1.636505728,8450.542555,10309.42543
3777.38,2.46,80.75,153.12,3774.8,1990.59,0.31,3.71,3.79,5.7,0.25,0.27,0.213416004,7.512939253,3.037251851,2.626899477,5.095713534,1.417036292,8652.317014,10511.2614
3777.5,2.45,82.28,158.58,3704.64,1922,0.32,3.45,3.55,5.42,0.25,0.28,0.234468002,7.26861854,3.026037063,2.61769901,4.876201915,1.312496045,8817.216091,10676.222
3777.63,2.45,84.18,163.38,3620.98,1865.58,0.32,3.26,3.35,5.2,0.26,0.28,0.249315987,7.033081903,2.958108403,2.551609187,4.654661526,1.235556455,8905.160904,10764.22833
3777.75,2.44,86.24,167.7,3534.29,1817.55,0.32,3.09,3.18,5.02,0.25,0.28,0.255139999,6.793474343,2.858879965,2.455214557,4.430818464,1.171802379,8951.310282,10810.43922
3777.88,2.44,87.06,169.48,3501.14,1798.41,0.32,3.03,3.12,4.95,0.25,0.28,0.241899986,6.702362382,2.823332898,2.420473829,4.346317966,1.146777504,8973.07336,10832.26381
3778,2.44,86.88,169.23,3508.36,1801.1,0.32,3.04,3.12,4.95,0.25,0.28,0.223841991,6.71329964,2.831493151,2.42871765,4.358902287,1.148793826,8975.55918,10834.81115
3778.13,2.44,86,168.37,3544.06,1810.32,0.32,3.07,3.17,4.99,0.26,0.28,0.203470001,6.81127231,2.901916859,2.496160727,4.44989064,1.161068479,9004.916626,10864.23011
3778.25,2.45,85.52,168.5,3563.91,1808.94,0.33,3.08,3.18,5.01,0.26,0.28,0.183481998,6.881360076,2.966313546,2.556753047,4.51092288,1.16213999,9050.336082,10909.71108
3778.38,2.44,86.18,169.96,3536.84,1793.34,0.33,3.02,3.12,4.94,0.26,0.28,0.16677,6.789162347,2.929102649,2.521187097,4.429946834,1.138921302,9068.645133,10928.08165
3778.5,2.42,85.73,169.72,3555.5,1795.94,0.33,3.02,3.12,4.92,0.26,0.28,0.156801996,6.794275967,2.9522797,2.545153916,4.44746767,1.134740296,9093.248262,10952.74629
3778.63,2.42,83.9,168.85,3633.01,1805.14,0.34,3.05,3.17,4.95,0.27,0.29,0.150613995,6.976353843,3.12305105,2.709301397,4.626277293,1.142142506,9196.754969,11056.31452
3778.75,2.42,82.77,169.09,3682.49,1802.6,0.34,3.07,3.21,4.98,0.27,0.29,0.147410002,7.136780498,3.276211408,2.854031779,4.770845868,1.143175276,9294.301731,11153.92279
3778.88,2.45,82.32,166.63,3702.47,1829.23,0.34,3.18,3.31,5.12,0.27,0.29,0.133838005,7.259636879,3.287081908,2.863526267,4.868493844,1.188357448,9216.996142,11076.67872
3779,2.47,82.43,161.08,3697.71,1892.22,0.32,3.4,3.5,5.37,0.26,0.28,0.083990002,7.326410571,3.126846917,2.710412342,4.909554266,1.285632685,8938.412905,10798.157
3779.13,2.48,83.15,158.38,3665.7,1924.5,0.31,3.49,3.56,5.47,0.25,0.27,0.082334003,7.240144214,2.943372688,2.535711507,4.826862266,1.330411639,8732.192145,10591.99776
3779.25,2.48,83.01,157.31,3671.93,1937.6,0.31,3.53,3.61,5.53,0.25,0.27,0.082904005,7.275069333,2.928729967,2.52116961,4.855035733,1.351852,8685.795554,10545.66268
3779.38,2.47,81.5,155.04,3739.84,1966,0.31,3.63,3.71,5.62,0.25,0.27,0.084919996,7.435590055,3.021585123,2.611211274,5.015972837,1.386173252,8696.045029,10555.97367
3779.5,2.46,80.09,151.36,3805.79,2013.71,0.31,3.78,3.86,5.77,0.25,0.27,0.100500002,7.582219439,3.047257832,2.636889223,5.167120834,1.446622226,8617.084624,10477.07478
3779.63,2.45,80.25,145.95,3798.15,2088.38,0.28,3.98,4.03,5.99,0.23,0.26,0.154659996,7.542132313,2.788512991,2.386932467,5.133834236,1.55209014,8266.795546,10126.84722
3779.75,2.44,80.63,142.47,3780.16,2139.37,0.26,4.09,4.11,6.11,0.22,0.25,0.157867994,7.442591637,2.560858966,2.166932516,5.052165938,1.618188786,7988.713919,9848.827108
3779.88,2.42,80.39,145.17,3791.56,2099.62,0.28,3.96,4,5.95,0.23,0.26,0.159672003,7.422335825,2.698065752,2.303399529,5.047216697,1.547735551,8201.121667,10061.29637
3780,2.4,80.84,148.63,3770.58,2050.7,0.29,3.77,3.83,5.73,0.24,0.26,0.133312006,7.294105314,2.762974701,2.370584824,4.944073285,1.462427639,8379.9439,10240.18012
3780.13,2.38,81.3,150.23,3749.11,2028.92,0.29,3.68,3.74,5.62,0.24,0.27,0.091302004,7.196079335,2.754421296,2.364554698,4.861431627,1.423757838,8433.614526,10293.91226
3780.25,2.39,81.37,152.33,3745.67,2000.91,0.3,3.6,3.67,5.54,0.24,0.27,0.085430002,7.192755043,2.830186645,2.437505327,4.856580049,1.385882303,8553.710273,10414.06952
3780.38,2.4,81.3,154.19,3749.04,1976.82,0.31,3.56,3.64,5.5,0.25,0.27,0.079022002,7.247178755,2.928242312,2.529913158,4.895892878,1.361213343,8668.695377,10529.11614
3780.5,2.42,81.59,155.32,3735.69,1962.45,0.31,3.54,3.62,5.49,0.25,0.27,0.074893999,7.264751466,2.955862512,2.55432615,4.897545271,1.351550712,8706.152916,10566.6352
3780.63,2.41,82.91,158.02,3676.22,1928.85,0.31,3.41,3.49,5.34,0.25,0.27,0.072221999,7.072713094,2.879604145,2.482322228,4.723257854,1.300271827,8737.355613,10597.89941
3780.75,2.42,83.89,160.74,3633.21,1896.28,0.31,3.31,3.39,5.24,0.25,0.27,0.070650001,6.982671824,2.868129077,2.469817251,4.630620053,1.261430682,8798.024567,10658.62988
3780.88,2.44,83.75,162.22,3639.38,1878.94,0.32,3.3,3.39,5.24,0.26,0.28,0.070289998,7.062982378,2.961217,2.555786007,4.688616169,1.24972454,8889.027343,10749.69417
3781,2.46,83.5,164.05,3650.25,1857.98,0.33,3.27,3.37,5.22,0.26,0.28,0.107265997,7.156589973,3.078631561,2.664631626,4.759204621,1.233023066,9003.587403,10864.31575
3781.13,2.47,83.36,165.35,3656.52,1843.41,0.33,3.23,3.35,5.18,0.26,0.28,0.112382002,7.18553111,3.143009084,2.724935298,4.783329921,1.215736654,9079.494144,10940.28401
3781.25,2.47,83.24,166.26,3661.84,1833.22,0.33,3.21,3.33,5.16,0.27,0.28,0.106282005,7.206072442,3.189597106,2.768613376,4.801147278,1.203304985,9133.76663,10994.61801
3781.38,2.46,83.24,166.96,3661.57,1825.59,0.33,3.17,3.29,5.11,0.27,0.29,0.099406004,7.176132537,3.197742693,2.777059678,4.78099077,1.188466364,9166.513405,11027.4263
3781.5,2.45,83.69,167.39,3641.86,1820.93,0.33,3.14,3.26,5.07,0.27,0.28,0.091990004,7.095834891,3.14522369,2.727739031,4.712342594,1.178086937,9151.322882,11012.29729
3781.63,2.45,84.24,167.55,3618.24,1819.14,0.33,3.13,3.24,5.06,0.26,0.28,0.089118004,7.034213482,3.087078777,2.672129727,4.653295117,1.176247208,9116.028944,10977.06487
3781.75,2.46,84.25,167.56,3617.76,1819.08,0.33,3.15,3.26,5.09,0.26,0.28,0.090332003,7.075977483,3.104854158,2.687414357,4.680555017,1.183367829,9115.720515,10976.81796
3781.88,2.47,83.95,167.21,3630.82,1822.81,0.33,3.17,3.29,5.12,0.27,0.28,0.095995998,7.129133537,3.137670014,2.718229151,4.725888678,1.191116188,9123.849764,10985.00872
